"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL"
"map05031.Amphetamine.addiction","  28"," 551","   2","   3","   9"," 543","  10","   4"," 123","   7","  35","  26","   9","   5","  16","  10","   0","   8","  14","   3","   4","  12","   3","  15","   5"," 139","  10","  19","  12","1121"," 581","   8","1754","1386","   9"," 717"," 546","   9"," 232"," 191","  10","  11","  12"," 204","  36","  16","   8","  11"," 381","  10","  21","  33","  13","  10","   9","  50"," 178","   8","  17","   1","  11","   9","  10"," 370"," 356","   2","4536"," 534","   6","   9","4899","1543","   0","  18","1009"," 534","   4","3437","3295","   2"
"map05034.Alcoholism","  30"," 771","   3","   6","  23"," 893","  11","   9"," 202","  13","  47","  43","  25","  10","  23","  24","   6","  22","  27","  19","   6","  23","   5","  18","   7"," 314","  18","  35","  23","2065","1077","  13","3261","2610","  13","1373","1067","  14"," 348"," 293","  10","  10","  20"," 314","  64","  19","  15","  18"," 584","  22","  40","  46","  16","  21","  13","  72"," 413","  27","  33","   8","  18","  21","  22"," 749"," 720","   8","9155","1021","  14","  13","6861","2937","   2","  24","1883"," 975","   6","6538","6427","   4"
"map00960.Tropane..piperidine.and.pyridine.alkaloid.biosynthesis.","     74","   5187","     23","     11","     60","   1711","     10","     68","   5665","   1877","    182","     93","     48","     12","     29","     22","      7","     50","     30","     10","      4","     48","      8","     44","     22","  18568","     45","     26","    203","  23004","   2486","     14","  24990","   5690","     24","  26152","   2603","     42","  31509","   1259","      4","      4","     84","    657","    102","     30","     13","     11","    945","     26","     96","    142","     31","     58","     29","    136","   1480","     24","     46","     35","      8","    792","     14","   4626","   1630","     10"," 823171","   2839","     14","     27","6478327","   6395","     38","     29"," 560420","   2588","     15","  17353","  15666","      4"
"map00908.Zeatin.biosynthesis","     25","   1889","      9","      0","      7","    309","      5","     17","   2072","    802","     82","     13","      4","      2","      5","      6","      0","      4","      0","      0","      0","     31","      0","     17","      7","  15955","     15","      6","     91","   8955","    309","      0","   8498","    789","      2","  11154","    446","      2","  11171","    236","      2","      0","     35","    169","     37","      4","      1","      1","    314","      8","     13","     30","      0","     12","      4","     28","    200","     46","      8","     42","      0","    412","      2","   1757","    262","      0"," 318953","    460","      6","      3","2299738","    886","      5","      1"," 293878","    357","      0","   3549","   2264","      0"
"map00670.One.carbon.pool.by.folate","     374","   31341","     172","      34","     272","    9510","      93","     367","   32561","   12709","    1118","     516","     232","      42","     148","      98","      68","     197","     161","      70","      25","     404","      29","     319","     207","  169275","     239","     248","    1467","  127479","   14318","     108","  150292","   31712","      72","  170784","   15324","     184","  170510","    6639","      51","      15","     625","    3861","     614","     147","      96","     109","    6391","     194","     398","     819","     117","     238","     137","     637","    7657","     501","     270","     530","      43","    5872","     105","   29362","    9763","      84"," 4421319","   15106","      61","     125","31711983","   35365","     122","     148"," 4180248","   13817","      85","  104679","   84832","      10"
"map01523.Antifolate.resistance","     187","   13575","      62","      21","     120","    3740","      53","     140","   14331","    5587","     455","     204","      79","      16","      57","      32","      24","      76","      56","      20","      14","     169","       9","     132","      89","   80337","      88","      99","     575","   50671","    5172","      45","   63371","   12539","      24","   72974","    5847","      77","   75721","    2490","      21","       5","     294","    1500","     259","      50","      32","      40","    2568","      66","     163","     336","      62","     107","      54","     256","    3029","     163","     107","     240","      24","    2600","      50","   13081","    3877","      31"," 1919064","    5873","      21","      53","13528739","   13359","      57","      50"," 1720671","    5223","      41","   41267","   32535","       5"
"map00130.Ubiquinone.and.other.terpenoid.quinone.biosynthesis","     260","   13216","      66","      21","     110","    4872","      53","     117","   12948","    4645","     398","     229","      95","      21","     113","      59","      34","     108","      65","      17","      30","     105","      15","     144","      85","   60424","      71","      91","     597","   53933","    6197","      42","   62470","   12879","      26","   64806","    6660","      79","   67389","    2793","      15","       3","     202","    1832","     333","      61","      45","      33","    3627","      97","     199","     439","      65","     159","      50","     281","    2967","     427","     110","     139","      18","    3036","      51","   15618","    3636","      31"," 2206563","    6215","      18","      50","13433960","   14689","      58","      56"," 1866096","    5892","      32","   41505","   36065","      10"
"map05200.Pathways.in.cancer","    120","   6361","     55","     19","     79","   3345","     25","     61","   5402","   1759","    308","    192","     87","     24","     64","     53","     32","     87","     46","     17","     16","     66","     11","     86","     36","  17178","     56","     56","    295","  21194","   3676","     43","  25710","   8452","     24","  29981","   3759","     35","  26170","   1756","     19","     12","     75","   1100","    181","     56","     39","     47","   1811","     70","    139","    254","     51","     77","     43","    270","   1714","     74","     81","     80","     14","    663","     38","   7865","   2538","     25"," 671874","   3735","     16","     25","4987946","   9488","     42","     52"," 702399","   3595","     30","  24261","  21917","      5"
"map05225.Hepatocellular.carcinoma","    20","  1365","    10","     7","    38","  1016","     5","    13","  1201","   547","   166","    79","    35","    12","    25","    29","    17","    28","    20","     7","     8","    28","     9","    26","    16","  2997","    13","    14","    66","  4144","  1165","    18","  5908","  2454","     9","  5595","  1277","     9","  3124","   569","     9","     8","    20","   380","    49","    29","     9","    10","   633","    29","    58","   135","    18","    35","    16","   178","   483","    34","    37","    23","     8","   119","    10","  1934","   837","     9","145036","  1121","     6","     1","253923","  2904","    21","    10"," 98429","  1133","    17","  7731","  6514","     5"
"map05418.Fluid.shear.stress.and.atherosclerosis","    107","   7492","     63","     18","     81","   3164","     24","     87","   6752","   2347","    345","    204","     78","     30","     69","     56","     32","    101","     44","     19","     16","     90","     20","     78","     53","  33204","     63","     72","    329","  25210","   4089","     37","  31207","  10161","     20","  32890","   4661","     59","  30287","   1819","     13","      8","     92","   1081","    174","     65","     34","     39","   1740","     79","    156","    275","     68","     96","     24","    308","   2216","     81","     73","     76","     15","    870","     34","   8726","   3083","     26"," 737150","   4435","     16","     22","5682888","  10911","     48","     49"," 689261","   4260","     38","  28678","  25372","      6"
